PROVIDER,LP,PROVIDED_LP_TOKENS,WITHDRAWN_LP_TOKENS,BALANCE
terra1qrsf98ce0fwq6h3upxk59sl0l206w9kltdnfq9,anc-ust,18602008422,18602008000,422
terra1wp3t0k3rn4aerlay6z68dxpr8qveac0qjntm8e,loop-luna,5589141,5589000,141
terra17wdtd2maqggtzplnyanm2ewz2y7tvm0nrykwfs,bluna-luna,444369,444000,369
terra1l4gufd6hwqspvjqvqlh8v89v4waemm5jfruhqd,loop-ust,8746876,8746000,876
terra1jgyvn2z6vh0j3stsx5ac4dntsmyj7y97r6qrrt,loop-loopr,191407073,191407000,73
terra1us92clqs0yr3evtsyvq7cgvd7pvwm8qxcph88j,loop-luna,25195741,25195000,741
terra1cg6kk2vd038ux8kwtl4ucjdgtt06pkwhzu3ywd,loop-ust,15530706484,15530706000,484
terra1vm39tc3c47n4x2e4vpfxmygc60a82a7j2al08q,loop-ust,21147778,21147000,778
terra13wtuxkhfly9arrrdcsdkm8vt5n9rjmtc8fka98,loop-ust,402735876,402735000,876
terra1jv2r2zqdq3flcj5pjvn4zhrgztqdls89plze88,luna-ust,85879823,85879000,823
terra10yhe0gxaq97ccqmgteggfqr9cl3dgckjjg6n5y,loopr-ust,1900006227,627008000,1272998227
terra19u5fm6lx8xw88dwqp7mattrnqrdqdx7u0x6xq0,loop-loopr,88939146,88939000,146
terra102ez3yq9k96zh9xk9jssuun5prs2c9ekg5sp5q,loop-ust,619984077,619984000,77
terra18myvxghz5v7ucnvq2k0jx2lsypvwdt2lg0t37q,loop-ust,187720975,187720000,975
terra14h64rylmp97gwwj09hhhx9f88tf6r5w48k53sr,spec-ust,707330241,707330000,241
terra1zhjhuuu9zuptqyrjwc6vlspx8l9n5vq7rl9j6l,loop-mine,96860010205,96860010000,205
terra1cr6wue6ar7y9k650pyvpatyaygx68hge2m2lk8,loop-ust,637160,637000,160
terra1hx9smsfkqxl99lz8fmp093q2fsylrsdt8lurcg,loop-ust,295840342,295840000,342
terra1snrpcavtmqfcgzazvdrehnw5tmxsar0nsjjt2l,loop-ust,1058143721,1058143000,721
terra146smxctaxdahuvuzw8cuj85hum6jqecsff05hm,mine-ust,756179271,756179000,271
terra18jp22p32xy34lgngsvjweyvydxd82yhmkj4ca7,loop-ust,92586043,92586000,43
terra1a3y0kkpsyr8qje5ttv8k3ch2q6zwc0gyx9tapx,loop-ust,992617694,992617000,694
terra1c5ppmyr8fdspylexuhvlg4tnyt9wxzuu97sg5a,lota-ust,3726462848,3726462000,848
terra1e5yp2r0r9j3l7lc4xqytka6a8tqfnkdp0dzlpc,loop-ust,24686211,24686000,211
terra1e3fwpwpz3rta69p405fgq09dgycsp6jum3r4qk,loop-ust,20080463,20080000,463
terra13t6g3kgqjtuxqu9thn9wduplhcqnddxjn9uw0t,loop-loopr,799654998,799654000,998
terra1xyddm6sq3ttvwe6esm8e62ln6s79ga59pt4xaf,bluna-luna,2951397,2951000,397
terra1kvmd8e22tpersyhjxd5nnf2tvnf5jhge60vwd0,loop-ust,10594541,10594000,541
terra1m884g790q07jnmv3gfe533fff032sxf89gkhce,loop-ust,852384,852000,384
terra15k8d72ufev273dnk0x5wcxg3lljpwkzmjupz59,loop-loopr,237049695834,237049695000,834
terra18llrr9zlu3mwl9mj0un0lhh5jqx3upwzl8svd7,loop-ust,10491417,10491000,417
terra1czwvd8rrtq9pk5dvs403h3wwe8t7pfwln0mr09,lota-ust,11054311,11054000,311
terra1zn8ductltckchkykqjw0vh48cwewusuh6h6akx,loop-ust,15592140,15180000,412140
terra1l03wkgvlft2w3nwhhx943rdfayenqjsngd77wn,alte-ust,39790065,39790000,65
terra1qd7rg626am9tdswz6m3h6mnn5jpppwafu20y49,anc-ust,118998137,118998000,137
terra18dlpjzjsclvraksxw6atnu99nk4hnmjg8xw82f,loop-ust,251389841,251389000,841
terra12wca9tn6eqmevd5pmx498ns7lt6n6mh4juczz4,loop-ust,196675722,196675000,722
terra13vjx2wa2err28cs0emyny45sx3v0gtpjvvfugc,loop-mine,50437313,26513000,23924313
terra1xgf37ch4ghv3crflpjpgardardqphwt8sjfe2r,loop-ust,1237534958,1237534000,958
terra1g8rhh7mz03qdy78a9lf2d3ne6366hhxw8s4468,loop-ust,39440858,39440000,858
terra1yemf2zpx5kgu0udfp3tvd2uwztfv08utpjklsn,loopr-ust,54439573,54439000,573
terra1yxva60a4k3m6c0jaq25xx7p63e6jqsrzyfmrfg,loop-ust,9456506,9456000,506
terra1vwxaf7y6pqvrm4dnc8muf84886pk0k5cqrq0kt,loop-ust,9218887,9218000,887
terra1uvwgzlaka2j8z0arelmu6cwekm0gqnmdj65rwc,spec-ust,29691331,29691000,331
terra195mvw6tnt4rur4kvefl24jrqmewc4c4wdfqa5d,loop-lota,973508766,973508000,766
terra1ntrqsca5lnztmvn6qre76c8e59krdaq0laetgg,loop-ust,9176074,9176000,74
terra1z728u25eswchhxsd3kwepkpsjnn9ltg6a4jyq3,loop-loopr,662662776,662662000,776
terra1v7tmdwxztdn4a6j2a9c9m0a92gffgxpavd35sl,loop-ust,26487172,26487000,172
terra195nl7hmwy33qdl3zfww7nk5ad0pe4j00ka6x6j,luna-ust,1004747,1004000,747
terra1vcngnc5ghalruasn8jt5q9hxtcntc25w50znjc,loop-ust,2042524,2042000,524
terra1lnf7qytuqky84hz6tncde2jm7yqru60g77rln4,loopr-ust,23884503278,23884503000,278
terra1kxywe6k849wrnxahtv8h3r0xdewa8ses9sdflj,stt-ust,14929443,14929000,443
terra19jztmvyq9068tk5t70cl0gwhe24egjhtk6p2jy,loop-ust,21590337,21590000,337
terra1nvs88c45euqgzgsa8a4jvxspke03e85g44jceg,loop-ust,28464596,28464000,596
terra14k5lzselrtrr8chzhn68kxtnuy5ce2gf6kyzfw,loop-ust,9836922,9836000,922
terra1yxgt9eqfjjesyzmve5rq6933pd0j765cqakvzc,loop-ust,17425098,17425000,98
terra14vathc3czcd8cjsu8qauv5xyyt3r96k5f0n9sg,loop-ust,54491142,54491000,142
terra1wnm0m52n3ef3jtfjwghvqaqlq9alal3tlqp3rf,loop-ust,12768882,12768000,882
terra194eswcc0664fzsk2hk4yagclpz2x77qw6aqrf7,loop-ust,8568049,8568000,49
terra1hmg2eezpgts5rf6eja4rt9egakyecc0pfkz6pw,mir-ust,17445942,17445000,942
terra1ue5plka29sc83nhplqlrqnlwa4vyv2m7uxfua6,loop-ust,702311,702000,311
terra1uhea8ttagc0sgr2sjpd89n2q3faylqs8xw3uqe,loop-ust,14472622,14472000,622
terra1ddpqrelr2y897q838tgp2k97c5nrmly4vqpn5h,stt-ust,58643529,58643000,529
terra18xv4yhx0na5j2zdtl5evj4ae9m4ejzrh5v2p45,loop-ust,7572168,7572000,168
terra1llkgsmmma4lafxge6z27pm8gz7rg67lj6k7ln9,loop-loopr,2109391039,2109391000,39
terra1r0m7mf2829ftgrdrg9qpu4njg4ndjfytumaes8,luna-ust,20379935,20379000,935
terra1qs3cjtwyyur76jrc3x0sjzlzpwrck9jwt7wtrm,loop-ust,1878576,1878000,576
terra1ka8nsl3gn035z0t2kw8nddhhy6enccs53x6l5d,loopr-ust,62070608656,62070608000,656
terra1cr57p67sapa5j3adp6jlcqwweuyj6hamwpysvs,mine-ust,2406973111,2406973000,111
terra1n6rd6n2mesnssg9y33jjwp27mu9khnwnecsxxh,bluna-luna,2805560,800000,2005560
terra19ff6q2h69ndj3xjxm7t5ylnns2tcf6m3lpk3h2,loop-anc,223469242,223469000,242
terra14lwx5ad5yh7he2wd4vyevluww44j08h4c3u4rd,loop-ust,9465263,9465000,263
terra1dqy8lhs638g7tajurtxyv6a4wc2jrr2s6cmjxz,loop-loopr,80591113,80591000,113
terra1m659txkt2vt0gsfapr583qpkdmvy0sw5gh32an,loop-loopr,45487238709,33189102000,12298136709
terra1n9y03kej8jxmhnmk4n9lmtg32uppac7maflj96,loop-ust,186292679,186292000,679
terra1sc9wxvk4vdq74gsw3n0qyprwjaxzg38qzaqea7,loop-ust,5361706,5361000,706
terra1svnj6sfjt4jpqu4zyacjl68usm0g2zjny9s33t,loop-loopr,18336278219,18336278000,219
terra1z22s6rzvx8rj8deayspjv8pjn6v4wgdalu5nw8,stt-ust,1300374094,1300374000,94
terra1amk2vehg3dwcntga66dy9qvyz87d648slkv0tw,bluna-luna,24006198,24006100,98
terra1t2dt2znwu6ml9uq24umyalfh4emx343s68g92x,anc-ust,78429210,78429000,210
terra174g2mchny5qmrdqk3w3afzl2g7w7d3msxhas54,loop-loopr,20739114897,20739114000,897
terra1vyac9agtlcd9qjjdju9hkr3e6qpt2sm2cwrm7n,loop-ust,144305563,144305000,563
terra10xgv59n4e8sjqfpy6qutxtkymfd3ts6prm6c6z,loop-ust,189720461,189720000,461
terra1d96vr4fnpm8ygy95rla6cer2geyk3glxltsnzd,loop-ust,4663470,4663000,470
terra1ud38tcwhj3nv8zl5qxyfu36u039vhvfkvsnl9t,loop-ust,222000080,222000000,80
terra1vkvs09x6xcxhrttlew8qd8qyuxw3vvcupkklwm,loop-ust,1960600,1960000,600
terra149hpr0y7xw2ze3emqzh3yl0hpegljmfp3l0znr,loop-ust,1890551,1890000,551
terra15964nh5mp4njwvuxkan3hfv34t2e08436dle4g,anc-ust,18375741,18375000,741
terra17c9mczncwumqcxl0kmgxkmhamzsx50r8x5uv8c,loop-anc,9455576,9455000,576
terra1fzfkxdhuurfzs7rk59chfl3y3yndlmrsd6l498,loop-ust,301977136,301977000,136
terra1xd2qhd9ls7j9gj37ewwwffzrk9jfg5pcupztjx,mir-ust,109459231,109459000,231
terra1h9pqe959f43znn905munrrwakypwm4narhgrzm,loop-ust,4796770,4796000,770
terra1jnl320gtknwhy8h8hur867vyx4rdrlafn0g9xr,loop-ust,1120386940,1120386000,940
terra1fhyvwh6s6kpqzpvzd4dq9gkhdz7638phdh0vwm,twd-ust,403721559,403721000,559
terra18t3ylavfpjw7npxdjcrh3nu2auhjrr5jquzasf,anc-ust,345326687,172663000,172663687
terra1a357xzlhlmg9u00p40zz8pey57q3szp53w9pf0,loop-ust,139610303,139610000,303
terra1c07lrc8xnampdyttww927ftlw45w2qneuwgxs9,loopr-ust,274772417,274772000,417
terra1mnas7cxtluh3xjwsxyk9r7mwv29jhwa6afm33d,loop-ust,159673734,159578000,95734
terra1f44m6ylrufl3k0ge8txrzjxnmwg9dv4sw52ynt,aust-ust,425187755,425187000,755
terra17ymqa6httgkjdh9qq3llmdhrtgsmd3ykwd3mgu,loop-ust,9347368,9347000,368
terra1e84hqukx45hje6j49eusq90ngrxfan3k2ylstt,loop-ust,7601851021,7601851000,21
terra1yuvnp46lu6ndqjmgm3kpdhp23ueq30un692qpr,loop-ust,611828392,611828000,392
terra1m3y3xdv7vanjlmwlgen263m2gktkmdnrnqzkau,loop-ust,8468436,8468000,436
terra1xslqaxmf6qy23lpkxwpv5k3akajgfcsa4jq0vp,mir-ust,259734177,259734000,177
terra12g55sen7vvfwdtrlzpgrdtartmp643s6wzxetu,loop-aust,204072947,204072000,947
terra1w5jwv289krv72p0rkc7m90g2sddaf9z5jh7tm2,aust-ust,3146273874,900000000,2246273874
terra1s2sj69rkl0h0ur5wdqdgq24rtwjhekztcc0cyg,loop-loopr,4908583715,4908583000,715
terra1t7sk2p039d427kjd7r5ecdeyrca6v88x925mv8,loop-ust,238894868,131196000,107698868
terra1l4pzuvlrn4axre6fu3tk27hnvvj3kckxl4tsg3,loop-ust,1276293,1276000,293
terra1u2fxs622r2mdgdh2ldevrva3g72uuty6lruxs5,loop-ust,78844443,78844000,443
terra1e5u0u0jj0tc5rgyhmsumlhwqmspg2fhcce5ppw,loop-ust,161022119,161022000,119
terra1h4s2cqemma63rmheazdy2yq44q03m9pphpfj3m,loop-mine,9430630,9430000,630
terra1kva4uw5v0qjg4g4xh8c3krg9ur4z95ecy22gjs,luna-ust,62781097,62781000,97
terra1ldfzvvmse3vud2kefuul0asln05zcvlcuf4pjq,bluna-luna,856759024,139917000,716842024
terra1h3ts9p44zcq2y3x83w3wv5m5sycjvrahdu45p7,loop-ust,127886576,127886000,576
terra1z3sqgmw344f9zkng280gh6x8gz8y6qyw7f83ee,stt-ust,45548727,45548000,727
terra178jz3zmujjhc6zdrme9rn20z4p8vetkx46rk07,loop-ust,13236703,13236000,703
terra1qgfwlyvl4c4ds7yhprt6zd2vpjva4e0dgf760f,loopr-ust,101999697,101999000,697
terra14h4377du0jyh6aerkl7wadrdv63z3gtmyvjtfm,luna-ust,15570187,15570000,187
terra10gk76upgzgnttdjxdu2f9eggws8xpgas59mnhp,loop-mine,314089384,314089000,384
terra1r8nc4mqq4j6wpdgmatugdtz26nqqrx4n2qyy3x,aust-ust,7363522960,7363522000,960
terra12pf2ls6xahr4madnx698rd82rh72vmx9vg85lu,loop-ust,309719077,309719000,77
terra1ra5tgc54cxmqtv8y6tyhy5ckzzdzrn8900cgls,loop-ust,97008078,97008000,78
terra1ptzjkxp65hs0cyhsvtkm7tkcm0lgmmpsl8pxwn,loop-ust,184751597,184751000,597
terra1vmy7j7wx6c8k20a94lefqh63rew3s7uy7s4dkf,loop-luna,89678254,89678000,254
terra15rgaw50l433jrh6dj85u6kcms6lkr8zj73jhla,loop-ust,9518808,9518000,808
terra1uzdxvr4shr0v92fgcutm85ul90xvpj0pz86k0n,loop-loopr,485660592135,485660592000,135
terra1vlamlpw3hhnwlm09pxlgtyf6s8n6pl5neel4qj,loop-ust,1005144,1005000,144
terra100lhx3ty5xn4nk3el7kq6g9md8e52kx0uygxk4,loop-ust,66756779,66756000,779
terra1p92tjp452yjdg7y2ahhp29epjtkwuq2xr7m3tw,loop-ust,12986361,12986000,361
terra1z2pmvzqfvq3susjxve4evlkcwrrdylfjt270fn,loop-ust,2585435190,2585435000,190
terra1w2uhn0u6amprwse4ek2dghwgvgaur39rgv05d4,loop-luna,4991917996,2638427000,2353490996
terra1ncq2d2d095lkaptnws0prrduxj9w79x4y4mu4w,loop-ust,8106216,8106000,216
terra1x923p5wh5sqmv7lwgddcd5t7q43hksaf0u7gl9,loop-loopr,3497917672,3497917000,672
terra1796gs2upzvj426mm9dcfayk8ze74pr764kdjmd,loop-anc,36781757,36781000,757
terra1j8ku45c57jvxstjctruqp0gp5lah7dcxzd8vcs,stt-ust,16285292,16285000,292
terra1whun4c0ktgq3247lvesz8lu6xl34lypy5uea6j,loopr-ust,535170074,535170000,74
terra12jwxsv82t33j6yh99rn42p4ek9wtl87nu5ptdy,anc-ust,7672633086,7672633000,86
terra1w5sf2qnt8r8f2748j847gd4cjlr2qmhl45tz74,loop-ust,37486783,37486000,783
terra1p3qmlmjzl8ackdh5ez43g839wwdkpjj8p0jeqp,loop-ust,3618360,3618000,360
terra1nnzcv7sjgcwp53mhf2h7zhu6407vqecywnn9vf,stt-ust,163699138,163699000,138
terra1aaf7wnsx3sdczwvevg6nvhc9f7jja957ahms8q,loop-loopr,61384817,61384000,817
terra1uytr4rsenjpg9p8xfxyt48pvaevkjhjpxvwhxl,loop-ust,2633589,2633000,589
terra1qcza0yd07cnr80hrx90lxyq7y6sy9x9gkk5wne,loop-ust,49743996,49743000,996
terra1eagrctkw0f0kutee6mfwg7pwft8t5afy9kd8x7,mine-ust,4370094368,4370094000,368
terra1p47q7e3qup7hzeq9qzqaany9xuwpm8w4599x30,loop-loopr,2909510107,2909510000,107
terra1xjf0xqmuwy6r6psrvrfj5lzfff9mwzcmhehpqw,loop-loopr,203511750,87325000,116186750
terra1hgmrztg98fvhwp3m04eptulrg0mvkka822e9n9,loop-loopr,472251986782,472251986000,782
terra14lflxz0p9et7gakn55x092vj8mdp6njwewevcv,loop-ust,1747670523,1747670000,523
terra1c0mqwgyygkt9yrnxglthdrfst2lhv6haf5t7rz,mir-ust,15504161,15504000,161
terra1yp0u7cj8npkh4vd5zthty97m208tw2kf7qrx4j,loopr-ust,15854755,15854000,755
terra1d92rkzuushy3fkve2x3lljjffw4r82j9arqnxw,bluna-luna,30120837,30120000,837
terra1as52tsm6jkw3y0km4lczrp2pmd8jk8gsmu85ks,stt-ust,9953756,9953000,756
terra1wdwpzl28fdhfewe48kvw5w7yh28ws8mp2ygyrl,aust-ust,4616532626,4616532000,626
terra15g363c0wcr8h4m8eh2a4jjl8y2ltkswdyat92n,loop-ust,2358010,2358000,10
terra10tv6kn75xt063k8vy37vm7qeud6p70sgq5tcxq,mine-ust,5155528893,5155528000,893
terra13r36l8qqdkctk857m73ce57d94ftz8sa625wcy,mir-ust,78897204,78897000,204
terra1etwq0q8wwnmq7322kz4v6ff2dcvwfm634vdkqn,loop-loopr,25056494895435,24355487632000,701007263435
terra1yqawdmlxnzw6c5c5vul607hh5svz8yzvxwwn27,mir-ust,5599961,5599000,961
terra16c0am6hz4yjkvf2q45vcfy4sysfef530p3yav3,loop-ust,368925321,368925000,321
terra12ta2vx6m30gujc6mq8w34hgu03zre25scclrl7,loop-ust,139948242,139948000,242
terra1ezkt4hxzkjmzttct5rnft980v4arrc60yqy35u,loop-loopr,112564683,112564000,683
terra1hxftnyxxp0ne92fqcm4huasgx6aynrrwugxf5k,loop-luna,17041838,17041000,838
terra1ueau5ltcwpcam90f70u788lkd4w2s3ked0dxc0,anc-ust,1736797845,1736797000,845
terra1m2wtxy6rakfvgg0m3u3llyluuuttndtc5wlvsr,loop-ust,36350172,36350000,172
terra1wzqcy0rm8s0ja6c4k744xl2eysqnjmsxldvgtv,loop-ust,3819724,3819000,724
terra19ukzeuc77jnnl48cjhavju7yvcgpqdk9kn7860,loop-halo,15298103124,15298103000,124
terra18pn3xfthj2j2melkwrhakwtph2738mjf4ug27v,loop-lota,191392139,191392000,139
terra1rvhsv5n9r4lz000ttz2as2nrht6rkf6ey4yphz,loop-ust,240516061,240516000,61
terra1cau3hg5cz5u85uskm5mfcjps2k4cxvdcxz6ge7,loop-ust,23285250,23285000,250
terra1jf5qkt9mkh8e3m4zc0qj3nsv730fqlhdmeqygf,aust-ust,96515323,96515000,323
terra16dkc97lkqn6eharfll3yuxl3j24jcquzc4vklh,loop-ust,4289501,4289000,501
terra19xuhcnes7f5ujvsqqxth8k8lx0gr342mvj4xhf,loop-anc,191318058,191318000,58
terra1hzrhnvlfmdjecc70l6tf8crdddv57pl7fsgr5d,aust-ust,909750648,909750000,648
terra1vm8xtzlkx4tkywt2zm9pd8aw8nw0trw7we0yny,loop-ust,1886819,1886000,819
terra1mwjcm0su6cxcwyjcamf9cw7n78z3650u9quwkr,loop-ust,6774315,6774000,315
terra18dtn3mcsxx4zxvf7vc5vauump5mm2c58xru4ew,loop-ust,260291039,260291000,39
terra1ks6v4t2xgdzwtfu5jahfk5z0xjcazxdlq3havw,loop-ust,63389236,63389000,236
terra1h0u9n7r5mseddmlehppeuj4xaa6jsklakyv7s0,loop-mine,2003653559,2003653000,559
terra1u3prputlxv54yw9u45qh5khw4gkz9ykmt9s5vf,loop-mir,1390632892,1390632000,892
terra1gj39eah60h39888g5058le6vzzw3ygk3fz6rlt,loop-ust,338132710,310854000,27278710
terra15txu0gv4lgfgfclcc8m2yj5xfnvum6y8qjjgwe,loop-ust,10214672,10214000,672
terra1p77j4p5fzxrkzw5xrvdw9720pvakcswy074zmd,loop-loopr,146266637629,146266637000,629
terra1sxmac0jw9sdl6kr3paswftyph8v6hec55gp9qn,bluna-luna,1005434,1005000,434
terra1vsvn8wycurdn7pmkg7xewx8jrct08dquu7x6qj,loop-ust,267705806,267705000,806
terra1r4he2ynwtkhm83aqc7lej0s2mtuy392960dthn,stt-ust,15427881,15427000,881
terra1j7cdhe0fs3rjr7lgl9g66jscnjsgdaw833hmrx,anc-ust,25857811,25857000,811
terra1du42hp7vlyr6f8qn56l8jsx688qyaaq9et3062,loop-ust,563779158,563779000,158
terra1wp3t0k3rn4aerlay6z68dxpr8qveac0qjntm8e,loopr-ust,7080092131,5422555000,1657537131
terra1ltvtphzmqkhuurc09n4s0a4teaujkyyfeyz60j,loop-ust,95515221,95515000,221
terra10qgf63ne7s45gr8jjrgvyfu7vx5nmxp4a49gp2,anc-ust,194878446,194878000,446
terra1l03flfp2hxrhs0wk3j4z48gktq9e7fds3rp5ku,loop-ust,1415453174,1415453000,174
terra1tmqjka9d8pr0gpeu9xwphmf2uc98l0um4ukapp,loop-ust,5888071,5888000,71
terra1cex8ad77czq5heztuphdf3ucuqkta2v2tllzup,loop-loopr,17089494645,192514000,16896980645
terra1ay3gl5rmftydzx6jfne59t04qjfvct9whet4gm,loop-ust,94540960,94540000,960
terra14s4seej9lekd5gn3d6atszgqmkz23npw53vrfy,loop-ust,398756507,398756000,507
terra1rlepe77jvpssz8wrtvcqfsc97wzdph49u6mjj3,mine-ust,41061371,41000000,61371
terra1d5mlhvut57yxtg2y3x5l7s5s8x5z4w5rxmwn84,loop-ust,436748422,436748000,422
terra1hlrktpdvn0kuj29ldyykkuz75d5vatlskns5e9,loop-ust,24635725,24635000,725
terra1ddep6ml335l5mhzzseap2f3wlkzcsxy5p95r5d,loop-ust,2740260,2740000,260
terra14cwd53k9epprzd3qqt5g659y9fct4q8y942qg3,loop-loopr,670586367,670586000,367
terra1ua9en3zfzaxrxq29cardr3v8nrutdztym9ccqq,loop-ust,433988565,433988000,565
terra15hp2uxv55r0k60wpn2kyx08eu70h7aqj3c2g7f,luna-ust,51227953,51227000,953
terra18h5vpwk2c6xg4cjhlrgqjz8utnu3xzy94hyen5,loop-ust,1078752322,1078752000,322
terra1m07nhxys9pz5fmmgsd5x2q4l9zrerxnm0dmn0g,loop-ust,60907756,60907000,756
terra1zzqm94t0qerfc9l8vst7pvdvul60pvy4nvu8md,loop-ust,10384389,10384000,389
terra1nwudag2rtyj9y5j3tydl0yhfyczjy77aq8pc5h,spec-ust,48320467,48320000,467
terra1m4c9fmkq569q5du22fuasn9ygpr8ggglyjhsxx,loop-ust,31367600,31367000,600
terra1jkmuexwqsvp4n368756hs9pwve5776l2f8a3vr,mine-ust,864960162,864960000,162
terra1p0pph9phc7uxmjzlxft5z4zljw5l2rjnh8lyra,aust-ust,241012888,241012000,888
terra109dc4za59kqhd37euayeuuall80n9wlyy0ut2n,loopr-ust,23850665,23850000,665
terra1dmltsdxah5tzkwvcll2mq0e3ns67k7mqy6vsdr,loop-ust,96641041,96641000,41
terra1dg8vq7qm5tt9t95wu2r6pcdg8r66h2rym4u22p,loop-ust,20167995,20167000,995
terra1s7q2ftz7ne58tsh7f43ke2d0gczdz6cgdqzc5t,loop-ust,137416429,137416000,429
terra1mgughs5de2m70kmppf4wg4ata5qqts955l6s9m,loop-ust,8805415,8805000,415
terra1mzmgjjzc0jenwkwgfptl72xtnmqahq05qlt64q,bluna-luna,56841299,56841000,299
terra1w54wkd5kgw2swwt4djxy59mqwetk7mjxcrtlze,loop-ust,6977651,6977000,651
terra1tqq0gx4jj96nsewenwhngw7cgw63z5f2gvmsgs,loop-ust,13716858,13716000,858
terra1dgak5630smuxdjnpndwjjrzsu5x4k8rtganynf,loop-ust,82293902,82283000,10902
terra1x2sgdnwyjqw6dtsh247l86dc53vrwtkk0esgyq,loop-ust,47456672,47456000,672
terra1aetw93ee2pr48jntejzrgjv3ghzxldk3vlpdjq,dph-ust,50748180,50748000,180
terra1tk280apkxu7dryjqjxjxn49n3h56uwzlv464f4,dph-ust,650212674,650212000,674
terra1nq8rqhlreyjksupwmlj94efjfx8ped03qpgu9e,alte-ust,1659545573,1659545000,573
terra1czwvd8rrtq9pk5dvs403h3wwe8t7pfwln0mr09,stt-ust,31292962,31292000,962
terra1hy5wegs0htgcc0pg6zppf2kfuhpa5h4hmftcr9,loop-mir,31492074362,31492074000,362
terra1lqqn2k2jqlft27eswpj4qt5rxxlunlta04j077,loop-ust,796294580,796294000,580
terra1e7rmkjgpnn7a59npr2t3jzfxs34fnphrzrzca0,loop-mir,161485844,161485000,844
terra1dkhwjzwt7c00gcmggpf6682s28zvus96jccdas,loop-halo,19361322688,19361322000,688
terra1z2dud2wpfzd3nsv2jsgwuszxcr23j0wz3jksjc,stt-ust,4990020,4990000,20
terra17tmk4mtsc9jx6ffqzh7wv5x3r9u4parex3p7a5,loop-ust,1914362,1914000,362
terra1qz7l5hvyys8k9uhs4npurukpz9y0ecuydsdec7,mine-ust,789988036,789988000,36
terra1zlszngg35xmhzyjlzj8je52h3jdf6axstjptyl,mir-ust,74062505,74062000,505
terra1qnh29el3gwp7hada085pyyjuvxfjnzuhknwtam,bluna-luna,40066201,40066000,201
terra1zdzya5yg72kk9pl4q0kta8uc987mf7gzvmgz37,loop-ust,10249009,10249000,9
terra109j3nv7gm738ruefsgme68ptp507sga7q8zu6g,loop-ust,124038065,124038000,65
terra12jppx3d3mfgkw9sjfv6avlvtazy75qrfsk3hcn,anc-ust,38909505,38909000,505
terra1t44s70h8w53z7mpedkwa3ada66m4jpwlqk5ga5,alte-ust,17783707664,17783707000,664
terra1hujxda0kx4j8xz59p999m8n56drgyakcl7927t,loop-ust,25793527,25793000,527
terra15smqghaau5r7hd7tc82vgsmwk7as90exlvqqa9,loop-ust,469314024,469314000,24
terra1ap2shjm9dh6zyg8ml8tnfdjvptmxjsladv2gwv,loop-ust,7297143,7297000,143
terra1f3h97l504sm4eqyfdrxmw3qvpgw4rxw6h02rwv,loop-loopr,10875596004,10875596000,4
terra1kjsqvqr2h0ra5ukdjq3c0540y995cx59lum5u6,loop-ust,7955405,7955000,405
terra1m8xjggs9etx2j2s03kwhk72e2txfm9edclxfml,loop-loopr,3245189667,3245189000,667
terra1gp07lh5hr6zclchfqk6nt8rfn3uf6u370p0j23,loop-ust,85698917,85698000,917
terra16ne9xg6k8skvp259ezl30nctj3z8zjfd6y7dzt,bluna-luna,13464614,13464000,614
terra104y76pa2makag4x28rvh50umqd55lvnpx279xm,loopr-ust,315486656,315486000,656
terra1q6dcsnznx6c6ysg59v9n90kaplrv2zetl7dy7s,luna-ust,186031118,186031000,118
terra1vnvpetucvvxdg9m72v5nkwl2kvekw3zjyh5jey,mir-ust,48449612,48449000,612
terra1kljy3amj68sm3u7tu3c6l28h309nwnznkuxyf6,loop-ust,4995148,4995000,148
terra1hn0epnenzm37fzyxhx702vlnj854h87eyayvgu,loop-ust,87849120,87849000,120
terra1kznyy6tta8ju607m9k464me4pyps6wc8emjak9,loop-mine,5429716115,5429716000,115
terra1k86y2pedv6hzhtr5d7pgy7frsc27n5quc6tqyq,loop-ust,487766629,487700000,66629
terra126pzsnvyfms9jly5cgdj9vyj8mr0rd636aqz7n,luna-ust,6389940,6389000,940
terra1vlgdag75yenml9m7r4z9l9nqnvpnx3j3dk7cad,loop-ust,44086405,44086000,405
terra1qs6ray8hvc3aau47qgeskkgmacuh446y0vcfcv,loop-ust,7114742,7114000,742
terra1ytd2k4s4gc6xn8uymcqjcykhnqp0jq6x0j8k4g,bluna-luna,998878,998000,878
terra1zjkk5rzvdvpevt8ldhvq4l663sx9zphurgqqs6,loop-ust,191000058,191000000,58
terra1l0238rhy78sdpd6s2wmc7vg8uj383qvch4ryxg,loop-ust,21652536,21652000,536
terra17lhq5z2dqykntc62rx6slrskxtvs7lk7sfpl39,loop-ust,4473240,4473000,240
terra15jkqrc6yujngc893eaz0p62gn3n4wsxjkws77e,loop-ust,30532421,30532000,421
terra1j3w0pwct4auqvqz85jgk6fy04ez6gr2qrkgz30,aust-ust,4301767720,4301767000,720
terra1vhcfgv7hhrl53eamr02v69mge0vpzv6v4q2dqx,aust-ust,447585628,447585000,628
terra1atvjz0czwww83ftsv63ep3fhrudhlcvjfef4ll,loop-ust,2828450,2828000,450
terra1klxazgs7kmvsu8l0qzqzh9fhpfcqh9u34fmaqx,loop-mine,381388854,94002000,287386854
terra170r7v7tcmc408lz95fxgx28z65dt9e8v8deta8,loop-ust,10089859,10089000,859
