CLAIMED_TOKENS
62.68954
195.594615
121.975641
195.594615
370.033477
49.43577
337.991462
51.178038
392.887412
408.078734
97.797308
35.831331
51.605967
72.045526
417.578534
272.909717
76.501112
144.502166
1143.544204
21.750239
59.065067
267.965483
61.044026
157.075887
95.013182
86.829546
96.050898
73.385129
202.267729
268.128141
204.784595
204.154535
153.80712
153.349298
674.180568
101.484014
108.088182
669.205703
186.279972
26.392505
78.140196
96.125402
183.683786
39.541159
51.92634
127.613029
490.308475
96.842062
151.378879
37.680136
98.5587
166.518883
283.137723
37.510882
85.079211
97.797308
97.797308
33.203373
97.797308
130.677793
85.806818
148.49567
172.137995
161.582687
50.155918
69.677482
100.459345
216.247251
797.835632
193.213542
367.814539
367.840385
105.081081
106.773353
289.135866
29.138895
195.435943
402.598136
64.422791
485.245616
106.735166
196.051761
48.759865
452.648398
372.846932
362.891448
372.822003
319.530262
60.001944
98.399305
281.86315
499.40305
267.165108
127.339075
117.546253
378.69469
375.231266
324.341459
80.570272
152.28702
49.585619
118.390522
256.077006
97.797308
128.791242
208.786915
183.429671
123.501484
36.081578
388.438097
37.800373
65.100835
81.157175
154.173645
124.161996
279.050679
260.602017
233.629188
380.893068
35.162315
233.639678
265.791585
58.40049
440.080602
204.638709
406.583001
94.022013
315.603602
195.594615
68.554678
171.722363
281.421725
87.950544
222.642802
38.406391
252.200964
449.983257
184.050881
76.915939
42.344757
117.6805
89.939985
73.426745
34.091672
556.971436
4.194726
68.774156
141.287182
231.996246
105.665509
64.91265
402.047467
267.254979
80.916012
252.887556
326.35748
127.01149
76.775805
562.356256
409.877988
117.692143
238.101687
94.204375
110.931324
95.647221
182.230218
81.932273
186.99085
36.181815
306.785123
238.970616
330.714881
280.394692
435.191885
89.688484
285.270569
131.947624
188.602802
129.095703
40.951029
141.869359
431.829154
72.298998
366.726076
387.669359
142.013626
199.39138
63.555282
130.983378
55.053706
127.024447
226.82126
61.335164
140.356347
288.557135
151.268826
221.94569
97.800351
290.629747
95.491403
213.106908
245.029474
245.029108
245.02935
23.218976
93.114714
148.209838
221.633085
76.677963
195.594615
97.732376
41.716939
293.129028
218.836498
217.429707
9.294226
246.408298
86.37332
125.610006
161.981211
267.092031
196.167771
174.961108
668.569485
252.464538
185.860755
161.167518
763.521207
97.754643
30.270142
286.614688
288.008104
111.686088
759.417235
786.736387
244.911539
306.733567
104.451675
818.846139
871.632349
117.162067
195.594615
183.172531
743.885934
60.010442
201.047355
24.088145
382.425448
714.36208
70.141987
198.298688
220.974593
75.486533
145.996508
119.477947
182.242935
100.894218
761.593157
580.422845
85.924931
104.111596
611.883838
160.268942
50.757977
567.813804
23.31462
258.509274
24.105351
224.319796
571.363945
47.721543
106.741266
562.183635
286.498676
579.480712
531.783185
392.251669
183.71165
282.14381
205.618292
141.470924
150.864075
219.144461
97.797308
106.934696
238.551933
191.353025
102.838824
193.024888
76.949186
219.147737
97.797308
306.836415
99.859107
144.23796
161.878639
487.909246
293.399755
392.729477
209.399171
302.907297
8.047295
227.463269
72.103257
138.363051
426.036439
442.33951
64.973761
449.059962
119.359667
744.569837
86.537729
268.42821
97.797308
445.851244
189.029867
97.798358
94.001987
157.331103
88.103011
282.422328
98.119431
195.594615
151.117272
483.444825
133.886831
106.536748
284.549579
282.418052
284.549579
284.560363
52.439386
286.390579
284.560363
286.634424
282.422328
284.560363
44.926918
97.294454
284.560363
73.857721
91.086823
37.234875
229.342752
213.658206
312.634293
23.895649
125.160942
210.984331
282.421606
277.306592
277.308767
277.308433
402.598136
282.417946
142.295937
282.419486
290.337706
97.797308
277.302405
277.307866
282.419486
81.108024
64.993134
372.758057
112.379092
284.615394
191.939008
373.622618
77.822529
32.680521
366.692829
379.287624
97.260765
160.014324
288.414889
88.695324
91.375863
183.690567
257.179115
61.296308
279.219937
58.850407
217.743885
165.585083
54.171141
223.602367
8.261943
286.91702
445.20761
201.077653
245.442266
30.511486
337.618354
583.684308
92.666613
139.770196
84.209556
196.021004
189.048336
73.655954
146.934403
116.543193
6.696211
89.310448
243.900469
119.490583
75.476982
467.933753
242.066385
241.106701
386.144349
100.397927
145.549148
391.073567
125.099939
402.598136
143.493365
235.372764
196.041164
133.465798
375.45117
97.797308
36.42516
48.123687
27.179306
58.005583
379.007766
284.930263
216.390691
74.625618
46.660305
102.359833
770.851794
241.035435
25.045
880.110803
160.893431
116.917986
290.355981
77.814304
112.105729
185.734955
